FMID|MarketName|Website|Street|City|County|State|Zip|Schedule|x|y|Location|Credit|WIC|WICcash|SFMNP|SNAP|Bakedgoods|Cheese|Crafts|Flowers|Eggs|Seafood|Herbs|Vegetables|Honey|Jams|Maple|Meat|Nursery|Nuts|Plants|Poultry|Prepared|Soap|Trees|Wine|updateTime
22001945|Curtis Farmers Market||Highway 231 & Center Avenue|Curtis|Frontier|Nebraska|69025||-100.515|40.6311||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22001621|Cushing Farmers Market|http://www.downtowncushing.com|Northwest corner of Braodway & Cleveland|Cushing|Payne|Oklahoma|74023||-96.7727|35.98||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1002997|Custer Farmers Market||Mt Rushmore Rd|Custer City|Custer|South Dakota|57730|June Saturday 8:00 AM to 1:00 PM October Saturday 8:00 AM to 1:00 PM|-103.600733|43.766481|Other|N|N|N|N|N|Y|N|Y|N|N|N|N|Y|N|Y|N|N|N|N|N|N|N|Y|N|N|5/14/2012 9:41:28 AM
22004796|Cutler Bay Farmers Market||20002 Old Cutler Road|Miami|Miami-Dade|Florida|33175||-80.3302|25.5812||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
1004848|Cypress Center Farmers' Market|http://tpruden@clarendonhealth.com|50 E. Hospital St., Ste. 5|Manning|Clarendon|South Carolina|29102|June - September Wednesday 6:30 AM to 9:30 AM, Thursday 4:30 PM to 7:30 PM, (These are the times and days that we will be starting with-It may change depending on the market flow.)|-80.2107613|33.687876|Healthcare Institution|N|N|N|Y|Y|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|6/6/2012 9:00:59 AM
22001670|D'Iberville Farmers Market||10383 Automall Parkway|D'Iberville|Harrison|Mississippi|39540||-88.9003|30.4341||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1003718|Dag Hammarskjold Plaza Greenmarket|http://www.grownyc.org|E 47 St & 2 Ave|New York|New York|New York|10017|January - December Wednesday 8:00 AM to 4:00 PM|-73.9698797|40.7529921|Other|Y|Y|Y|Y|N|Y|Y|N|N|N|Y|Y|Y|N|N|N|N|N|N|N|Y|N|N|N|N|5/18/2012 4:11:09 PM
1004576|Dahlonega Farmers Market|http://www.dahlonegadda.org|West Main Street & Waters Street|Dahlonega|Lumpkin|Georgia|30533|May - October Saturday 8:00 AM to 1:00 PM|-83.98608|34.532086|Closed-off public street|N|N|N|N|N|Y|N|N|Y|N|N|Y|Y|Y|Y|Y|N|Y|N|Y|N|N|N|Y|N|6/1/2012 3:50:52 PM
22002825|Dairymel Farms||1803 Hazelton-Etna Road|Pataskala|Licking|Ohio|||-82.6723|40.007||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001978|Dale City Farmers Market|http://www.pwcparks.org|14090 Gemini Way|Dale City|Prince William|Virginia|22193|January - December Sunday 8:00 AM to 1:00 PM, (Winter Season hours are 10a-1p, third week in December through the end of March)|-77.3410794|38.6471464|Federal/State government building grounds|Y|N|N|N|N|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|N|5/1/2012 11:53:36 AM
22001216|Dale's Saturday Market||1296 Kennedy-Ford Road|Potlatch|Latah|Idaho|||-116.965|46.9223||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1003210|DALEVILLE FARMERS MARKET|http://DalevilleChamber.com|Daleville Ave. and Old Highway 134|DALEVILLE|Dale|Alabama|36322|June - July Thursday 2:30 PM to 5:00 PM|-85.714731|31.307155|Other|N|N|N|Y|N|Y|N|N|N|N|N|N|N|Y|Y|N|Y|N|N|N|N|N|N|N|N|5/15/2012 11:59:14 AM
22003201|Daley Plaza Chicago Farmers Market|http://www.cityofchicago.org/specialevents|50 W. Washington St.|Chicago|Cook|Illinois|60602||-87.626|41.8851||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1003081|Dallas Farmers Market|http://www.dallasfarmersmarket.org|1010 S. Pearl Expressway|Dallas|Dallas|Texas|75201|January - December Monday - Sunday 8:00 AM to 6:00 PM, (We are not open Christmas, Thanksgiving and New Years Day)|-96.7901|32.7773|Other|Y|N|N|N|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|N|5/14/2012 3:39:03 PM
1001004|Dallas Farmers' Market||236 West Dallas Street|Dallas|Barron|Wisconsin|54733|July - October Friday 4:00 PM to 8:00 PM|-91.817679|45.258833|Other|N|Y|Y|Y|N|N|N|Y|N|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|Y|N|N|4/26/2012 3:14:02 PM
1002592|Daly City Farmers' Market at Serramonte Center|http://cafarmersmkts.com/markets/category/daly-city|133 Serramonte Center|Daly City|San Mateo|California|94015|January - December Thursday 9:00 AM to 1:00 PM, Saturday 9:00 AM to 1:00 PM|-122.472196|37.671261|Private business parking lot|N|Y|N|Y|N|Y|N|N|Y|Y|Y|Y|Y|N|N|N|N|Y|Y|N|N|Y|Y|N|N|5/8/2012 3:31:12 PM
22002138|Dana Point Farmers' Market||34111 Pacific Coast Hwy.|Dana Point|Orange|California|92624||-117.705|33.4657||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003760|Danbury Farmers Market||102 Old Church Road|Danbury|Stokes|North Carolina|27016||-80.2025|36.4097||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001595|Danbury Farmers' Market|http://www.citycenterdanbury.com|Kennedy Avenue|Danbury|Fairfield|Connecticut|6810|June - October Friday 10:00 AM to 4:00 PM, (Danbury Farmers' Market will open June 29th)|-73.45506|41.3965|Other|Y|Y|Y|Y|Y|Y|N|N|Y|N|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|N|Y|N|N|N|4/30/2012 1:41:48 PM
1003738|Dandridge Farmers Market|http://www.mainstreetdandridge.com|Gay Street and Meeting Street|Dandridge|Jefferson|Tennessee|37725|May - October Saturday 9:00 AM to 12:00 PM, (Occasionally there will be an evening market. Please email for additional Information.)|-83.415756|36.016164|Local government building grounds|N|N|N|N|N|Y|N|N|Y|Y|N|Y|Y|Y|N|N|Y|Y|N|Y|Y|Y|Y|N|N|5/18/2012 8:24:49 PM
1003665|Dane County Farmers Market I|http://www.dcfm.org|200 block of Martin Luther King, Jr. Blvd|Madison|Dane|Wisconsin|53703|April - November Wednesday 8:30 AM to 2:00 PM, (Summer Wednesday Market (April 21 - November 7) )|-89.381847|43.072775|Closed-off public street|Y|Y|N|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|N|Y|N|5/18/2012 10:39:18 AM
1003665|Dane County Farmers Market I|http://www.dcfm.org|330 W. Miffline St.|Madison|Dane|Wisconsin|53703|January - March Saturday 7:30 AM to 12:00 PM, (Early Winter Market (January 05 - April 13))|-89.3892386|43.072911|Other|Y|Y|N|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|N|Y|N|5/18/2012 10:39:18 AM
1003665|Dane County Farmers Market I|http://www.dcfm.org|Capitol Square, Downtown|Madison|Dane|Wisconsin|53701|April - November Saturday 6:00 AM to 2:00 PM, (Summer Saturday Market (April 21 - November 10). Open rain or shine.)|-89.384251|43.074625|Federal/State government building grounds|Y|Y|N|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|N|Y|N|5/18/2012 10:39:18 AM
1003665|Dane County Farmers Market I|http://www.dcfm.org|One John Nolen Drive|Madison|Dane|Wisconsin|53703|November - December Saturday 7:30 AM to 12:00 PM, (Late Winter Market (November 17 - December 13, 2012))|-89.38027|43.071445|Other|Y|N|N|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|N|Y|N|5/18/2012 10:39:18 AM
21001152|Daniels Farmstead|http://www.danielsfarmstead.org|286 Mendon St|Blackstone|Worcester|Massachusetts|1504|January - December Sunday 11:00 am to 3:00 pm|-71.5542|42.061|On a farm from: a barn, a greenhouse, a tent, a stand, etc|N|N|N|N|N|Y|N|Y|Y|N|N|Y|Y|Y|Y|Y|Y|N|Y|Y|N|Y|Y|N|N|4/6/2011 8:12:17 AM
22002388|Danielson Farmers Market|http://www.nectfarmersmarket.org|Killingly Memorial Library, 25 Westcott Road|Danielson|Windham|Connecticut|6239||-71.8776|41.8091||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22001333|Dansville Farmers Market||Airport Hanger parking lot, 50 Maple Ave.|Dansville|Livingston|New York|||-77.7084|42.566||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1003435|Dansville Farmers' Market|http://dansvillefarmersmarket.weebly.com|1050 Dakin St.|Dansville|Ingham|Michigan|48819|June - August Thursday 4:00 PM to 8:00 PM, (Dansville Farmers' Market opens Thursday, June 14, 2012.) September Thursday 4:00 PM to 7:00 PM|-84.3079211|42.554905|Faith-based institution (e.g., church, mosque, synagogue, temple)|N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|N|Y|Y|Y|N|N|5/16/2012 7:50:08 PM
22003127|Danville Auction||15684 Body Rd.|Danville|Knox|Ohio|43014||-82.2445|40.4553||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003864|Danville Caledonia Farmers' Market||On the green|Danville|Caledonia|Vermont|||-72.1022|44.4647||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2/17/2012 3:10:52 PM
22000619|Danville Farmers Market|http://sites.google.com/site/caledoniafarmersmarket/|51 Peacham Road|Danville|Caledonia|Vermont|5828||-72.1396|44.4108||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|May 13 2010 11:01PM
1003962|Danville Farmers' Market|http://www.playdanvilleva.com|629 Craighead St.|Danville|Pittsylvania|Virginia|24541|May - October Saturday 7:30 AM to 12:00 PM, (starting July 4th we will be open on wednesdays from 3pm til 6pm)|-79.385211|36.584175|Local government building grounds|N|N|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|N|Y|Y|N|Y|Y|Y|N|Y|N|5/23/2012 9:51:48 AM
1004860|Danville Farmers' Market|http://www.pcfma.com|205 Railroad Ave|Danville|Contra Costa|California|94526|January - December Saturday 9:00 AM to 1:00 PM|-121.999869|37.819955|Local government building grounds|Y|Y|N|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|6/13/2012 11:20:07 AM
21001782|Darby Farmers Market||106 S Main Street|Darby|Ravalli|Montana|59829|January - December Tuesday 12:00 pm to 6:00 pm|-114.178|46.0204|Local government building grounds|N|N|Y|Y|N|Y|N|Y|Y|N|N|Y|Y|Y|Y|N|N|N|N|Y|N|N|N|N|N|4/13/2011 6:20:04 PM
22002389|Darien Farmers Market|http://www.darienfarmersmarket.net|Mechanic Street, Behind Fire House|Darien|Fairfield|Connecticut|6810||-73.4828|41.0753||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003855|Darlington Farmers Market|||Darlington|Lafayette|Wisconsin|53530||-90.1214|42.6772||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1000678|Dartmouth Farmers Market||Rex Field, adjacent to St. Peters Church, 351 Elm Street, Padanaram Village|Dartmouth|Bristol|Massachusetts|2747|June - September Friday 1:00 PM to 6:00 PM, (Church Community garden is open at time of market for community use.)|-70.94434|41.58768|Faith-based institution (e.g., church, mosque, synagogue, temple)|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|N|Y|Y|N|Y|N|N|4/25/2012 5:46:41 PM
22003816|Dauphin Island Market||East Bienville Blvd at Cadillac Square Park|Dauphin Island|Mobile|Alabama|36528||-88.1594|30.2507||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22001451|Davenport Farmers Market||North Park Mall east entrance|Davenport|Scott|Iowa|52801||-90.5776|41.5236||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1002983|Davenport Farmers' Market|http://mvgrowers.com|320 W. Kimberly Rd.|Davenport|Scott|Iowa|52806|May - October Wednesday 8:00 AM to 12:00 PM, Saturday 8:00 AM to 12:00 PM|-90.57086|41.56319|Private business parking lot|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|N|N|N|Y|5/13/2012 9:18:16 AM
22001966|David City Farmers Market|http://www.davidcityne.com|Courthouse parking lot|David City|Butler|Nebraska|68632||-97.1286|41.2531||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001359|Davis County Farmers' Market|http://www.bloomfieldmainstreet.com/Farmer's Market.htm|100 Courthouse Square|Bloomfield|Davis|Iowa|52537|May - October Tuesday 3:00 PM to 6:00 PM, Saturday 8:30 AM to 11:30 AM|-92.414374|40.751418|Local government building grounds|N|Y|N|N|Y|Y|N|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|N|Y|N|Y|Y|Y|N|4/28/2012 2:15:29 PM
1001359|Davis County Farmers' Market|http://www.bloomfieldmainstreet.com/Farmer's Market.htm|107 E. Jefferson St.|Bloomfield|Davis|Iowa|52537|November Wednesday 10:00 AM to 1:00 PM, (This special Thanksgiving market will take place on Wednesday, Nov. 21, only.)|-92.41431|40.751841|Other|N|Y|N|N|Y|Y|N|Y|N|N|N|N|N|Y|Y|N|N|N|N|N|N|Y|Y|N|N|4/28/2012 2:15:29 PM
1003016|Davis Farm Market||1100 Squirrel Lake Road|Darling|Quitman|Mississippi|38623|May - November Saturday 8:00 AM to 12:00 PM, (Contact Market Manager for additional information)|-90.2747|34.3595|On a farm from: a barn, a greenhouse, a tent, a stand, etc|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|5/14/2012 12:18:12 PM
1000672|Davis Farmers Market|http://www.DavisFarmersMarket.org|4th and C Streets|Davis|Yolo|California|95616|January - December Wednesday 4:30 PM to 8:30 PM, Saturday 8:00 AM to 1:00 PM, (Wednesday Winter Market (Nov-March) is 2-6 pm)|-121.7439932|38.545451|Other|N|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|4/25/2012 5:02:03 PM
1003916|Davis Farmers Market Saturdays|http://www.davisfarmersmarket.org|301 C St.|Davis|Yolo|California|95616|January - December Saturday 8:00 AM to 1:00 PM|-121.742206|38.54454|Local government building grounds|N|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|Y|Y|5/22/2012 2:17:01 PM
22001687|Davison Downtown Farmers Market|http://www.cityofdavison.org/farmers.htm|Cornier of Shoppers Alley & Second Street|Davison|Genesee|Michigan|48423||-83.516|43.0317||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1004511|Dawson County Farmers Market|http://www.caes.uga.edu/extension/dawson/DawsonCountyFarmersMarket.html|298 Academy Avenue|Dawsonville|Dawson|Georgia|30534|June - September Wednesday 7:30 AM to 10:00 AM, Saturday 7:30 AM to 10:00 AM, (Market will open Sat. June 30 and run through September.)|-84.119596|34.420216|Local government building grounds|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|6/1/2012 7:59:37 AM
22003158|Dawson Springs Main Street Farmers Market||Veterans Park on Railroad Avenue|Dawson Springs|Hopkins|Kentucky|||-87.6929|37.1671||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1003463|Dayton & Silver Springs Farmers Markets|http://communityharvestnv.org|1355 Donner Trail Road|Silver Springs|Lyon|Nevada|89429|June - September Thursday 8:30 AM to 11:00 AM|-119.221959|39.414314|Other|N|N|N|Y|Y|N|N|N|N|Y|N|Y|Y|Y|N|N|N|N|N|N|N|N|N|N|N|5/16/2012 11:40:59 PM
1003463|Dayton & Silver Springs Farmers Markets|http://communityharvestnv.org|60 2nd Ave Hwy 50|Dayton|Lyon|Nevada|89403|June - September Thursday 3:30 PM to 6:00 PM|-119.589368|39.238585|Private business parking lot|N|N|N|Y|Y|N|N|N|N|Y|N|Y|Y|Y|N|N|N|N|N|N|N|N|N|N|N|5/16/2012 11:40:59 PM
1001416|Dayton Farmers Market||Courthouse Square|Dayton|Rhea|Tennessee|37321|April - October Monday - Saturday 7:00 AM to 5:00 PM|-85.012615|35.495355|Local government building grounds|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|4/30/2012 8:53:48 AM
22001761|Dayton Farmers Market|http://www.daytonfarmersmarket.com|3105 John Wayland Highway|Dayton|Rockingham|Virginia|22824||-78.8763|38.4258||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22000917|Dayville Mercantile||207 W. Franklin Ave|Dayville|Grant|Oregon|97825||-119.537|44.4701||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Jun 4 2010 3:59PM
22002210|DC Farmers Market||1309 5th Street, NE|Washington|District of Columbia|District of Columbia|20002||-76.998|38.9088||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003823|De Pere Farmer Market||144 N Wisconsin St|De Pere|Brown County|Wisconsin|54115||-88.0592|44.4496||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22001639|Deaf Smith Chamber of Commerce Farmers Market||200 E. Park Avenue|Hereford|Deaf Smith|Texas|79045||-102.404|34.8221||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001350|Deale Farmers' Market||5965 Deale Churchton Road|Deale|Anne Arundel|Maryland|20751|July - October Thursday 3:00 PM to 6:00 PM|-76.552691|38.78112|Faith-based institution (e.g., church, mosque, synagogue, temple)|N|Y|N|Y|N|Y|N|N|Y|N|N|N|Y|N|Y|N|N|Y|N|Y|N|N|N|N|N|4/28/2012 11:18:13 AM
1004053|Decatur Farmer's Market|http://decaturindianafarmersmarket.com/default.aspx|231 East Monroe Street|Decatur|Adams|Indiana|46733|June - October Thursday 3:30 PM to 6:30 PM|-84.92007|40.83229|Local government building grounds|N|N|N|N|N|Y|N|Y|Y|N|N|Y|Y|Y|Y|N|N|Y|N|Y|N|Y|Y|Y|N|5/24/2012 3:01:26 PM
22002073|Decatur Farmers Market||In the park downtown at Phelps & St Marys|Decatur|Van Buren|Michigan|49045||-85.9774|42.1119||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003061|Decatur/Morgan County Farmers Market||211 1st Ave. SE|Decatur|Morgan|Alabama|35602||-87.0233|34.6113||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1004829|Dedham Farmers Market||670 High Street|Dedham|Norfolk|Massachusetts|2026|June - October Wednesday 12:00 PM to 6:00 PM|-71.17718|42.248995|Faith-based institution (e.g., church, mosque, synagogue, temple)|N|Y|Y|Y|Y|Y|Y|Y|N|N|Y|Y|Y|Y|Y|N|Y|Y|Y|N|N|N|N|N|Y|6/5/2012 7:38:10 PM
22003579|DEEP RIVER - LACE FACTORY FARMERS’ MARKET|http://www.thelacefactory.com|161 River Street|Deep River|Middlesex|Connecticut|||-72.4275|41.393||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22002373|Deep River Farmers Market||The Stone House, 245 Main Street|Deep River|Middlesex|Connecticut|6417||-72.436|41.3868||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22004799|Deer Park Farmers Market||Sunset Ave. and Brook Rd.|Westhampton Beach|Suffolk|New York|11978||-72.6446|40.815||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
1001481|Deerfield Farmer's Market|http://www.farmersmarket.deerfield-nh.us/|8 Raymond Road|Deerfield|Rockingham|New Hampshire|3037|June - September Friday 3:30 PM to 6:30 PM|-71.239396|43.131272|Local government building grounds|N|N|N|N|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|N|Y|Y|N|Y|4/30/2012 12:19:58 PM
1000676|Deerfield Farmers Market|http://www.deerfield.il.us|Deerfield Rd. & Robert York Ave.|Deerfield|Lake|Illinois|60015|June - October Saturday 7:00 AM to 12:30 PM, (Rain or Shine)|-87.8489|42.1676|Other|Y|Y|N|N|N|Y|Y|N|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|N|Y|N|N|N|4/25/2012 5:36:11 PM
22002862|Deerfield Twp Farmers Market||3292 Montgomery Road|Warren|Warren|Ohio|||-84.2825|39.3039||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001738|Defiance County Farmers' Markets|http://defiance.osu.edu|121 W. High Street (S.R. 2)|Hicksville|Defiance|Ohio|43526|May - October Tuesday 7:30 AM to 11:30 AM, Friday 3:00 PM to 7:00 PM|-84.762354|41.292254|Private business parking lot|N|Y|N|Y|N|Y|N|N|N|N|N|Y|Y|N|Y|N|N|N|N|N|N|N|N|N|N|4/30/2012 4:15:37 PM
1001738|Defiance County Farmers' Markets|http://defiance.osu.edu|S.R. 127 south of S.R. 18|Sherwood|Defiance|Ohio|43556|May - September Friday 9:00 AM to 12:00 PM|-84.553142|41.2899|Local government building grounds|N|Y|N|Y|N|Y|N|N|N|N|N|Y|Y|Y|N|N|N|Y|N|N|N|N|N|N|N|4/30/2012 4:15:37 PM
1001738|Defiance County Farmers' Markets|http://defiance.osu.edu|St. Rt. 66 south of U.S. 24|Defiance|Defiance|Ohio|43512|May - October Tuesday 4:00 PM to 7:00 PM, Thursday 12:00 PM to 4:00 PM, Saturday 8:00 AM to 12:00 PM|-84.361911|41.302071|Private business parking lot|N|Y|N|Y|N|Y|Y|N|N|Y|N|Y|Y|Y|Y|N|Y|Y|N|N|N|N|N|N|N|4/30/2012 4:15:37 PM
22000794|DeForest Area Farmers' Market||DeForest Area Public Library, Market Street|DeForest|Dane|Wisconsin|53532||-89.3418|43.2471||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|May 26 2010 11:48AM
22003180|Deitch's Frm Market||1613 Trindle Road|Carlisle|Cumberland|Pennsylvania|17013||-77.1262|40.1964||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22002784|Dekalb County Farmers Market||VFW Fairgrounds|Fort Payne|Dekalb|Alabama|35967||-85.7107|34.4256||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22004270|Dekalb Farmer's Market||205 Bryant St|Smithville|DeKalb|Tennessee|37166||-85.8328|35.9799|Local government building grounds|N|N|N|N|N|Y|Y|N|N|N|N|Y|Y|Y|Y|N|Y|N|Y|Y|N|N|Y|N|N|2/3/2012 10:48:45 AM
1000800|DeKalb Farmers' Market|http://www.renewdekalb.com|Corner of 2nd and Locust Streets|DeKalb|DeKalb|Illinois|60115|June - September Thursday 12:00 PM to 6:00 PM|-88.751743|41.930954|Other|Y|N|N|N|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|N|Y|Y|N|Y|4/26/2012 2:31:22 PM
22002566|Del Mar Farmers Market||1050 Camino Del Mar|Del Mar|Tulare|California|92014||-117.264|32.9548||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1000553|Del Monte CFM|http://montereybayfarmers.org|1410 Del Monte Cente St.|Monterey|Monterey|California||May - October Sunday 8:00 AM to 12:00 PM|-121.8946882|36.5852786|Private business parking lot|Y|Y|N|Y|N|Y|N|N|Y|Y|Y|Y|Y|Y|Y|N|N|Y|Y|Y|N|N|N|Y|N|4/25/2012 12:59:45 PM
1000954|Del Paso Heights Community CFM||3525 Norwood Ave.|Sacramento|Sacramento|California|95838|May - November Saturday 7:00 AM to 12:00 PM|-121.457687|38.630951|Private business parking lot|N|Y|N|Y|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|4/26/2012 2:42:34 PM
1003784|Del Ray Farmers' Market||Mt. Vernon Avenue and Oxford Avenue|Alexandria|Alexandria|Virginia|22301|January - December Saturday 8:00 AM to 12:00 PM|-77.05847|38.826553|Other|Y|N|N|N|N|Y|Y|N|Y|Y|N|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|N|N|N|5/21/2012 9:49:27 AM
22001661|Delafield Farmes Market||Waukesha County City parking lot on Main Street|Delafield|Waukesha|Wisconsin|53183||-88.4026|43.0632||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003727|Deland Saturday Morning Market||Wisconsin Avenue Downtown|Deland|Volusia|Florida|32724||-81.2887|29.0319||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
21000638|Delano Community Farmers Market|http://www.historicdelano.com/market|200 S. Walnut|Wichita|Sedgwick|Kansas|67213|April - October Wednesday 5:00 PM to 7:00 PM, (A weekday evening market for inner-city workers and residents.)|-97.350926|37.682165|Private business parking lot|Y|N|N|Y|Y|Y|N|Y|N|Y|N|Y|Y|N|Y|N|Y|Y|N|N|N|N|N|N|N|7/13/2012 4:22:35 PM
22002157|Delano Farmers Market||Downtown Delano|Delano|Wright|Minnesota|55328||-93.7937|45.0357||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22002569|Delano Farmers Market||1508 Garces Hwy.|Wasco|Kern|California|93280||-119.428|35.761||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1001727|Delavan Fresh Market||Walworth Avenue|Delavan|Walworth|Wisconsin|53115|June - September Thursday 3:00 PM to 7:00 PM|-88.647738|42.633169|Local government building grounds|Y|N|Y|N|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|N|N|Y|Y|N|Y|N|N|4/30/2012 3:59:11 PM
22002524|Delaware Area Neighborhood Farmers Market||St. James Church, 391 Delaware Ave,|Albany|Albany|New York|||-73.9839|40.5767||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
